,i,domain,conclusion_type,argument_type,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
0,0,Birds,General,multi,0.13538291232868296,-0.035435265841298774,-0.01363086644665106,0.08655495132992365,0.06202460874861406,0.1792718927667638,0.7263330527239615,0.8929272207795009,0.39184517275356656,0.539850730526338
1,0,Birds,General,single,0.44,0.26938848918015557,0.46956521739130425,0.548695652173913,0.15130434782608695,0.03142771515017861,0.2030299620278978,0.020609713704158844,0.005495481886180109,0.4803459029793672
2,0,Birds,Specific,multi,0.35020707978175214,0.20196970149983628,0.3686529365317957,0.47885972520051323,0.4000745408198746,0.0003544651439109743,0.043891873306455366,0.00016064448743400176,4.6628864644191005e-07,3.722523155635327e-05
3,0,Birds,Specific,single,0.3994810382169897,0.41049141778039144,0.4484719384616541,0.4572583381191009,0.4841719944978376,9.727705641216939e-08,3.9540510210228905e-08,1.36600581958728e-09,5.901154472270993e-10,3.8708134200458216e-11
4,0,Mammals,General,multi,0.17535826273224303,0.0664699237189794,0.2561269293606013,0.24683906912037715,0.28370433910685794,0.0809700815267637,0.5111361935127411,0.010107658587588992,0.01329400716910124,0.004231146976618079
5,0,Mammals,General,single,0.23005001631025743,0.05223465338068653,0.6049141260634557,0.6592737707492444,0.5601217788423659,0.27950421738916953,0.8084695004579854,0.001739178332961317,0.00045829088298593196,0.004419976671186733
6,0,Mammals,Specific,multi,0.6065647034071843,0.7174631976208341,0.7408770069447957,0.7714100894171024,0.7463899946036016,5.53150337725056e-12,5.044827965179354e-18,1.1004691812054224e-19,3.853981048132672e-22,4.2093028400746075e-20
7,0,Mammals,Specific,single,0.5897043793890194,0.6558463022085821,0.673176209437749,0.712342843222661,0.7805728676056535,1.5022254098883023e-16,2.758758073924944e-21,9.915682290975261e-23,2.193916005417525e-26,1.7909841036027833e-34
8,0,Vehicles,General,multi,0.5118307189862509,0.2605480189756474,0.38056418337001985,0.344556634978322,0.4663917570525564,5.250630743553374e-08,0.00884190530523213,9.390391956287451e-05,0.000447462428773358,1.0050380031771025e-06
9,0,Vehicles,General,single,0.8819308753822346,0.6618501501023225,0.5183735717236803,0.6679713138989706,0.8993259616816869,1.2287528267563575e-08,0.0004274278345640068,0.009457936968086174,0.00036122311371118894,2.3140824665399845e-09
10,0,Vehicles,Specific,multi,0.6663645918033282,0.7109264182997035,0.6571579585469149,0.6696415290640855,0.735322726151744,3.830829788182259e-14,1.1667795350501747e-16,1.1231812784982348e-13,2.588285054736381e-14,3.0052047606341816e-18
11,0,Vehicles,Specific,single,0.6697719349989745,0.7754221102552754,0.745747149173067,0.7250957028218683,0.7918418716761547,1.0630422042620612e-22,3.6257143029009056e-34,2.2328163022935435e-30,4.890265462873597e-28,1.5975333018847475e-36
12,1,Birds,General,multi,0.1523395712250057,0.06266268441730964,-0.016230492842752214,0.07259003890304139,0.09494269610774647,0.13025704287091616,0.5356807330928908,0.8726645345482977,0.4729289272564423,0.34741506452141535
13,1,Birds,General,single,0.5207745289940976,0.38146836895817887,0.45943016091709865,0.6639113878404285,0.20970202420647874,0.00907590317100262,0.06587079099341778,0.023911369518284924,0.00040404870391560094,0.3253732115728283
14,1,Birds,Specific,multi,0.4038548915692824,0.2684928396837026,0.3715188882862306,0.4529261421426903,0.3702943579966923,3.090474184636974e-05,0.0069140475233283654,0.0001414426840114813,2.227962397483136e-06,0.00014937062530394457
15,1,Birds,Specific,single,0.4354321926485416,0.41094860257788846,0.5312516823709632,0.5215470919231238,0.5643081529077074,4.546620412198214e-09,3.806283462669872e-08,1.7906603608030326e-13,5.808130943949277e-13,2.4213130757788543e-15
16,1,Mammals,General,multi,0.2898279158795148,0.13704651507003357,0.23113168841297352,0.18284621468842469,0.24765955449903795,0.0034457434493396426,0.17393760075616216,0.020685262091715256,0.06862861623515215,0.012981013688871024
17,1,Mammals,General,single,0.2683775808474696,-0.0957843652090927,0.46889956588909604,0.6450631319234967,0.6233145435241879,0.20479605837908652,0.6561595460986767,0.020814553692646533,0.0006656051931947997,0.0011381171668976395
18,1,Mammals,Specific,multi,0.5795136966462011,0.6527891828441162,0.6756457408546217,0.7072899403610265,0.6824342002805059,7.583444932201794e-11,3.3916237153662656e-14,1.9426918199155778e-15,2.3632830571895305e-17,7.904437894916068e-16
19,1,Mammals,Specific,single,0.5741346213709738,0.6884932448974949,0.6338794508948059,0.6835288600302213,0.7302759221260398,1.380484202278656e-15,4.322345462651534e-24,1.3829915025367525e-19,1.2184648434731139e-23,2.858942633471622e-28
20,1,Vehicles,General,multi,0.6258767958923861,0.4249579394544234,0.44273904343270165,0.40788508499989,0.5793250944079328,3.336081735119194e-12,1.048498762125127e-05,3.9796194245596645e-06,2.5280777262331522e-05,2.7075070988658525e-10
21,1,Vehicles,General,single,0.886086956521739,0.628881697118345,0.49478260869565216,0.6365217391304347,0.9069565217391303,8.45232988072337e-09,0.0009958545761120446,0.013971033061045203,0.0008256547775658431,1.0085009676099373e-09
22,1,Vehicles,Specific,multi,0.6436230564095425,0.6892505483191944,0.6597804049231294,0.6452195849030843,0.715648191561508,5.111225256262012e-13,2.22476372112875e-15,8.299314275431615e-14,4.291510608113776e-13,5.92109718891398e-17
23,1,Vehicles,Specific,single,0.7337113741690502,0.8505534455542691,0.7785470544641387,0.766656623115987,0.8229120546602526,5.488166110245673e-29,4.472957993094699e-47,1.3384917923686827e-34,5.457966966926043e-33,1.2741995891592415e-41
24,2,Birds,General,multi,0.09232681385356778,0.09429833502203731,0.04768550880956532,0.0713271725112865,0.04595959249292677,0.36091984926086074,0.35071190242631833,0.637549331070131,0.4806838706816067,0.6497872796149646
25,2,Birds,General,single,0.4539130434782608,0.42644893674644546,0.5139130434782608,0.6286956521739131,0.1252173913043478,0.025880265803651995,0.03770400083328573,0.01020306109223003,0.0010003492233837058,0.5598985357904831
26,2,Birds,Specific,multi,0.34370275576335313,0.20603064365258364,0.3528034889477113,0.4038480366169709,0.37099895219427437,0.00046332221337513804,0.03973218079901451,0.0003180113155608458,3.091523438145731e-05,0.00014475998854106053
27,2,Birds,Specific,single,0.4644581731779271,0.4590953818874036,0.5335495230253863,0.5370412411726361,0.5671049919128888,2.9136290874605737e-10,4.936377491534596e-10,1.3477546355707062e-13,8.715580882870238e-14,1.6453269193612471e-15
28,2,Mammals,General,multi,0.1966971533829616,0.11849848827450098,0.18878632127948575,0.2128009675481839,0.2475499193000074,0.049826720924803156,0.24030325030736613,0.059960974698498794,0.033531045898626946,0.013022461595144525
29,2,Mammals,General,single,0.350510988933965,-0.20969563748478504,0.5579473930549343,0.5818656367166815,0.6518808590719771,0.09310613194159674,0.32538828440202416,0.004609723789256716,0.0028572306076137728,0.0005578042357797461
30,2,Mammals,Specific,multi,0.5401048436066136,0.6156638501455148,0.6741017242263242,0.695449303537509,0.6917250681477626,2.2979059758248876e-09,2.1666917330540384e-12,2.375676858793665e-15,1.3150787867928718e-16,2.2183148975024617e-16
31,2,Mammals,Specific,single,0.5313913599720815,0.6319457837660916,0.6399281612581862,0.6949701677641513,0.7682672274335212,3.458900743905488e-13,1.923002524596459e-19,4.85740587861631e-20,1.0833302386984109e-24,8.216289776537829e-33
32,2,Vehicles,General,multi,0.5304634583000911,0.4692605686655983,0.32787761843135393,0.39871518817582513,0.541560685534603,1.3747330503019749e-08,8.445059399781684e-07,0.0008681100588805534,3.977939625545988e-05,5.9503662137766795e-09
33,2,Vehicles,General,single,0.8554033687755697,0.6296321316689688,0.47879975039242617,0.6444879473947098,0.8645357890827823,1.0040786194202532e-07,0.0009779005965378847,0.017932618219705047,0.0006754707719352414,5.12188973899765e-08
34,2,Vehicles,Specific,multi,0.6417127217517414,0.7090785977725141,0.6514658332282615,0.6176990608178601,0.7125335895853384,6.291831215633718e-13,1.5159220974599451e-16,2.1441425417807983e-13,7.612265296583666e-12,9.276455702608665e-17
35,2,Vehicles,Specific,single,0.6948345895722338,0.8216987277851344,0.7486782267987362,0.7437778079181195,0.7995535260659606,5.734703307844332e-25,2.1020625785027176e-41,9.961074828488816e-31,3.816758865508812e-30,1.0529347190006293e-37
36,3,Birds,General,multi,0.19034842775241168,0.1643723856189872,0.025290773735580377,0.16522445072661918,0.023252674611909312,0.05783649309312384,0.10221812725725025,0.8027667647361937,0.10042776889422955,0.8183759157978143
37,3,Birds,General,single,0.397042844785,0.3410344846957133,0.4470537178959255,0.5240269747710024,0.17221135436457832,0.05472074023973973,0.10292187186864121,0.02850757853516998,0.008578870947570958,0.42101553871895225
38,3,Birds,Specific,multi,0.2669628143470825,0.26141344573838154,0.40223902031294695,0.40171078521687853,0.3649024032953893,0.007253439727120259,0.008611142440490837,3.347241292964874e-05,3.435416310139712e-05,0.00018942636056089678
39,3,Birds,Specific,single,0.4180717678625583,0.3833435600701875,0.4941750619450051,0.4667925187722148,0.515429987464323,2.08720727350725e-08,3.4357633171439303e-07,1.321788253139665e-11,2.3095109055319855e-10,1.1964870759698263e-12
40,3,Mammals,General,multi,0.3683308755947746,0.1873043024373463,0.23060209449547892,0.250946908026751,0.27983014339834755,0.0001629469975947079,0.06203502343195706,0.020986281888720853,0.011790451809336959,0.004807114683154176
