,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_mean_spearmanr,gpt4_mean_spearmanr,gpt3_scm_mean_spearmanr,gpt4_scm_mean_spearmanr,human_scm_mean_spearmanr,gpt3_se_spearmanr,gpt4_se_spearmanr,gpt3_scm_se_spearmanr,gpt4_scm_se_spearmanr,human_scm_se_spearmanr
24,S3-C1-A1-Q1-O1-T,Birds,General,False,0.36888883611225287,0.21186950954414835,-0.04565718362849974,0.21615092356315982,0.027773806424169968,0.08913890196964606,0.10997958017640853,0.09565056141947158,0.10032919024597,0.1034610694417751
25,S3-C1-A1-Q1-O1-T,Birds,General,True,0.493543300065469,0.32124049560298035,0.4823636263199726,0.6305161715310152,0.15003052716650628,0.15410559016118983,0.18586829707705307,0.19227032941121017,0.1635692583483647,0.23538103847134095
26,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.39603899950131477,0.30739519645706287,0.5296264467464448,0.48573667044454705,0.40739198561682133,0.08759649655495576,0.0894488426821401,0.07067028961211992,0.08387140735986436,0.0839233769710613
27,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4373026958593481,0.4347405874353618,0.518969811895529,0.5135371392900071,0.5736512236896041,0.07089773090716867,0.07073768571114446,0.060373514839343265,0.06584740262972591,0.05568870677078933
28,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.45551506351169074,0.28677611036998085,0.35571166068607923,0.35786927112338196,0.42987156349147504,0.08609062314133281,0.09675871286330145,0.08930371122115076,0.08748274525225222,0.08486815840782277
29,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.2654774737806897,-0.07140098188573256,0.5561659546548134,0.6571582153285612,0.5852284418605554,0.21109874669552134,0.2297126990981124,0.15242043815034506,0.14810543224582884,0.15444283962892813
30,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4859767994659383,0.7064291832018058,0.6643014473781607,0.6530336587944192,0.7531399767441446,0.0847240778207592,0.05583856848692491,0.06568187329812872,0.06856239005239306,0.04212291082052745
31,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6156415694480624,0.7191194741136843,0.7221582357570494,0.7512669279516477,0.8095539804229939,0.05215874164906465,0.043840178872449245,0.035091673185513254,0.03743147339121966,0.03139589990948645
32,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6232856531262453,0.4371752712572868,0.42733703402052814,0.4601726523509035,0.5998924472080517,0.05934530047127333,0.08105713933195524,0.08294760848579323,0.07987814797759173,0.06391387299656946
33,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8457538262522878,0.6227860594989864,0.4176257731688075,0.5948285811478878,0.8544234037658316,0.07820078913833359,0.12190159036256597,0.15932707418708664,0.15718724403870638,0.07651070276939632
34,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7790519550740016,0.8166087898370497,0.7897766474761517,0.7612848501497924,0.775497576588039,0.04463263789351092,0.0361758518271385,0.03697567317639706,0.052059191978272544,0.04571820961518212
35,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.754412103020951,0.8631916856882715,0.7616359878612204,0.764095903032128,0.791302127736601,0.04388001285074875,0.020318936883785235,0.03404625406470494,0.03117942681666868,0.02768574646708771
