,i,domain,conclusion_type,is_single_premise,statistic,pvalue
0,0,Birds,General,False,0.04769686749577885,0.5899679849344298
1,0,Birds,General,True,0.15085277650758747,3.0186318543529434e-16
2,0,Birds,Specific,False,0.399991593272215,3.737658705871318e-05
3,0,Birds,Specific,True,0.7793688234394398,1.0556251329816675e-146
4,0,Mammals,General,False,0.16363871084594594,0.1037796766773118
5,0,Mammals,General,True,0.1969840917904964,2.0201662902555014e-22
6,0,Mammals,Specific,False,0.8006092380202058,1.5867160904062182e-23
7,0,Mammals,Specific,True,0.8545489435765958,2.6242849035503944e-213
8,0,Vehicles,General,False,0.2673942876609946,0.007156270525695993
9,0,Vehicles,General,True,0.637136932273907,1.6864510793693153e-273
10,0,Vehicles,Specific,False,0.7815300579389873,8.48409196581042e-22
11,0,Vehicles,Specific,True,0.8619165865216245,2.5268568341554435e-216
12,1,Birds,General,False,0.13320551982689272,0.13082684905200928
13,1,Birds,General,True,0.14810785937140353,1.0387247671825519e-15
14,1,Birds,Specific,False,0.25036249953992734,0.011994859202719895
15,1,Birds,Specific,True,0.7904104425887449,1.0865475911800636e-153
16,1,Mammals,General,False,0.3083962317134865,0.0017984161976022583
17,1,Mammals,General,True,0.23055983422170523,2.5284246558512078e-30
18,1,Mammals,Specific,False,0.7306576158286453,6.2383238087859876e-18
19,1,Mammals,Specific,True,0.858492026466432,2.1428225748709506e-217
20,1,Vehicles,General,False,0.3819718805700578,8.800897662129274e-05
21,1,Vehicles,General,True,0.626883886872348,2.9646833582449213e-262
22,1,Vehicles,Specific,False,0.8124619220636904,1.0709433369658539e-24
23,1,Vehicles,Specific,True,0.8555094511772589,1.0297388509313366e-209
24,2,Birds,General,False,0.19856796139139377,0.023527531356585522
25,2,Birds,General,True,0.1948988283322948,2.975289463585568e-26
26,2,Birds,Specific,False,0.2943512560761336,0.0029523302546184196
27,2,Birds,Specific,True,0.7454032158140077,1.5892903983879161e-127
28,2,Mammals,General,False,0.10871738276723363,0.28161410229128286
29,2,Mammals,General,True,0.22388483709495025,1.2049855271629613e-28
30,2,Mammals,Specific,False,0.7758091358318702,2.59019355244182e-21
31,2,Mammals,Specific,True,0.8561583883636618,5.823268124238268e-215
32,2,Vehicles,General,False,0.41757443554606266,1.543185089471281e-05
33,2,Vehicles,General,True,0.6118200739248927,1.7711477695182301e-246
34,2,Vehicles,Specific,False,0.7609988724800926,4.022771616628806e-20
35,2,Vehicles,Specific,True,0.8761059851534869,3.1497682701583377e-232
36,3,Birds,General,False,0.11612660806761876,0.18826962395105712
37,3,Birds,General,True,0.1772148830689764,6.454288773088379e-22
38,3,Birds,Specific,False,0.39866716702426824,3.9872551995704984e-05
39,3,Birds,Specific,True,0.7654973859916171,1.7718715681225817e-138
40,3,Mammals,General,False,0.1740629090952764,0.08327482713716572
41,3,Mammals,General,True,0.19059721139891697,4.5574131427681164e-21
42,3,Mammals,Specific,False,0.7400034224447098,1.4217924385010486e-18
43,3,Mammals,Specific,True,0.8527469631300894,1.7667302775588358e-211
44,3,Vehicles,General,False,0.47662631351362844,5.362578638280577e-07
45,3,Vehicles,General,True,0.6368674889751446,3.3725976066403613e-273
46,3,Vehicles,Specific,False,0.6637215947082792,5.236982909859568e-14
47,3,Vehicles,Specific,True,0.8701531609628921,2.503466071079141e-225
48,4,Birds,General,False,0.16173412081332003,0.06600860047070738
49,4,Birds,General,True,0.1798386331420762,1.562477057894183e-22
50,4,Birds,Specific,False,0.3853826791864867,7.51227592498365e-05
51,4,Birds,Specific,True,0.7608100022008598,7.94313501947431e-136
52,4,Mammals,General,False,0.23361357640511107,0.019323452006485484
53,4,Mammals,General,True,0.22126551368380407,5.306546186231691e-28
54,4,Mammals,Specific,False,0.7334401709533821,4.042719300398821e-18
55,4,Mammals,Specific,True,0.8611164362865344,3.4735834696846246e-220
56,4,Vehicles,General,False,0.3568060470672874,0.0002685302001635201
57,4,Vehicles,General,True,0.6020456051707388,1.0897605286636628e-236
58,4,Vehicles,Specific,False,0.7917549635823509,1.0589864318120986e-22
59,4,Vehicles,Specific,True,0.8889501558790776,2.057521969584708e-248
60,5,Birds,General,False,0.15409092188287726,0.08004788185093877
61,5,Birds,General,True,0.1743525168324507,2.9589135221924534e-21
62,5,Birds,Specific,False,0.2787666300624548,0.004976984262322267
63,5,Birds,Specific,True,0.7918572621349241,1.227901662550131e-154
64,5,Mammals,General,False,0.3464365803108816,0.0004142875968633182
65,5,Mammals,General,True,0.21294662769493636,5.19008650781018e-26
66,5,Mammals,Specific,False,0.7411036698534801,1.189653227709506e-18
67,5,Mammals,Specific,True,0.856486413712143,2.664511383913593e-215
68,5,Vehicles,General,False,0.31799639206982677,0.0012636697277756083
69,5,Vehicles,General,True,0.6448223190348759,3.260625035291403e-282
70,5,Vehicles,Specific,False,0.811597683800481,1.3119204883467388e-24
71,5,Vehicles,Specific,True,0.8850032112790859,3.100390849541479e-243
72,6,Birds,General,False,-0.06181822719914163,0.4847411305108774
73,6,Birds,General,True,0.1573813396529069,1.455300704765907e-17
74,6,Birds,Specific,False,0.3257472312876109,0.0009423066537840719
75,6,Birds,Specific,True,0.7940309513055623,4.4906460946518223e-156
76,6,Mammals,General,False,0.08668113562395596,0.39115261044033167
77,6,Mammals,General,True,0.2251670303103539,5.791743600489518e-29
78,6,Mammals,Specific,False,0.7881196221989758,2.248507823244296e-22
79,6,Mammals,Specific,True,0.8665621263668238,3.663517541951535e-226
80,6,Vehicles,General,False,0.29623737635979774,0.002766066706805524
81,6,Vehicles,General,True,0.6330319716942128,6.0276854941981016e-269
82,6,Vehicles,Specific,False,0.7012877498066671,4.471495972709173e-16
83,6,Vehicles,Specific,True,0.8755583202928802,1.405602536048353e-231
84,7,Birds,General,False,0.15286289139179923,0.08251232605482557
85,7,Birds,General,True,0.16764644947132218,9.475279646663812e-20
86,7,Birds,Specific,False,0.23911914696712738,0.016575247478020912
87,7,Birds,Specific,True,0.7798037583648427,5.701259355822493e-147
88,7,Mammals,General,False,0.10594567375111695,0.2941354623698574
89,7,Mammals,General,True,0.18195977871157604,2.5960401601119786e-19
90,7,Mammals,Specific,False,0.7578579361785461,7.016422530691845e-20
91,7,Mammals,Specific,True,0.8582284113043513,4.05639661783356e-217
92,7,Vehicles,General,False,0.5131233336880068,4.7968270300408424e-08
93,7,Vehicles,General,True,0.6273182326437169,1.0096184336999152e-262
94,7,Vehicles,Specific,False,0.7882296453236045,2.198324813734594e-22
95,7,Vehicles,Specific,True,0.8668222509919904,1.2949972890704508e-221
96,8,Birds,General,False,0.031933169536220864,0.7183463997734096
97,8,Birds,General,True,0.17830475825272465,3.5900766477913543e-22
98,8,Birds,Specific,False,0.31539246960900363,0.001392197028588681
99,8,Birds,Specific,True,0.791260858442089,3.0227133997573715e-154
100,8,Mammals,General,False,0.16801313944146598,0.0947398046986902
101,8,Mammals,General,True,0.2164289514165415,7.79897438190252e-27
102,8,Mammals,Specific,False,0.7010518736707774,4.617851401770208e-16
103,8,Mammals,Specific,True,0.8641257012663807,1.8623369160577434e-223
104,8,Vehicles,General,False,0.3518347318170531,0.00033118829754903034
105,8,Vehicles,General,True,0.6393377589011638,5.716790764153035e-276
106,8,Vehicles,Specific,False,0.7320877629549535,4.9949585444711856e-18
107,8,Vehicles,Specific,True,0.8723702699395552,7.398717197923247e-228
108,9,Birds,General,False,0.23352261501091162,0.007496866673869448
109,9,Birds,General,True,0.17865956965927715,2.9635950564689734e-22
110,9,Birds,Specific,False,0.3803594456636067,9.479124563636428e-05
111,9,Birds,Specific,True,0.7668129902249465,3.1119352593231132e-139
112,9,Mammals,General,False,0.2084015103235412,0.037459713009348125
113,9,Mammals,General,True,0.18251923095242972,2.009940409742712e-19
114,9,Mammals,Specific,False,0.7800845205244579,1.1283686526695406e-21
115,9,Mammals,Specific,True,0.8637112198676904,5.311183868342458e-223
116,9,Vehicles,General,False,0.3886592771116989,6.441781477037804e-05
117,9,Vehicles,General,True,0.6187411913987219,1.278021379361898e-253
